"Title","Description","Date","Category","URL","Title_Expanded","Description_Expanded","Title_Cleaned","Description_Cleaned","Title_Tokens","Description_Tokens","Title_Tokens_NoStop","Description_Tokens_NoStop","Title_FinalTokens","Description_FinalTokens"
"Trump kicks off 18th week in office with high-stakes bid to broker Ukraine, Russia peace","U.S. ambassador to NATO Matthew Whitaker joins 'FOX & Friends Weekend' to discuss President Donald Trump preparing to call Russian President Vladimir Putin and Ukrainian President Volodymyr Zelenskyy to work towards a ceasefire. President Donald Trump returned from his four-day trip to the Middle East, and plans to kick off his week back on U.S. soil with phone calls to help negotiate a potential ceasefire between Russia and Ukraine. Trump spent the weekend in Washington, D.C., after returning f","2025-05-19","world","https://www.foxnews.com/politics/trump-sets-sights-potential-ukraine-russia-peace-deal-he-kicks-off-18th-week-back-oval","Trump kicks off 18th week in office with high-stakes bid to broker Ukraine, Russia peace","U.S. ambassador to NATO Matthew Whitaker joins 'FOX & Friends Weekend' to discuss President Donald Trump preparing to call Russian President Vladimir Putin and Ukrainian President Volodymyr Zelenskyy to work towards a ceasefire. President Donald Trump returned from his four-day trip to the Middle East, and plans to kick off his week back on U.S. soil with phone calls to help negotiate a potential ceasefire between Russia and Ukraine. Trump spent the weekend in Washington, D.C., after returning f","trump kicks off 18th week in office with high stakes bid to broker ukraine russia peace","u s ambassador to nato matthew whitaker joins fox friends weekend to discuss president donald trump preparing to call russian president vladimir putin and ukrainian president volodymyr zelenskyy to work towards a ceasefire president donald trump returned from his four day trip to the middle east and plans to kick off his week back on u s soil with phone calls to help negotiate a potential ceasefire between russia and ukraine trump spent the weekend in washington d c after returning f","trump kicks off 18th week in office with high stakes bid to broker ukraine russia peace","u s ambassador to nato matthew whitaker joins fox friends weekend to discuss president donald trump preparing to call russian president vladimir putin and ukrainian president volodymyr zelenskyy to work towards a ceasefire president donald trump returned from his four day trip to the middle east and plans to kick off his week back on u s soil with phone calls to help negotiate a potential ceasefire between russia and ukraine trump spent the weekend in washington d c after returning f","trump kicks 18th week office high stakes bid broker ukraine russia peace","u s ambassador nato matthew whitaker joins fox friends weekend discuss president donald trump preparing call russian president vladimir putin ukrainian president volodymyr zelenskyy work towards ceasefire president donald trump returned four day trip middle east plans kick week back u s soil phone calls help negotiate potential ceasefire russia ukraine trump spent weekend washington d c returning f","trump kick 18th week office high stake bid broke ukraine russia peace","u s ambassador nato matthew whitaker join fox friend weekend discuss president donald trump prepare call russian president vladimir putin ukrainian president volodymyr zelenskyy work towards ceasefire president donald trump return four day trip middle east plan kick week back u s soil phone call help negotiate potential ceasefire russia ukraine trump spend weekend washington have c return f"
"Zelenskyy sheds details on meeting with Vance, Rubio in Rome after Russia peace talks stall","U.S. ambassador to NATO Matthew Whitaker joins 'Fox & Friends Weekend' to discuss President Donald Trump preparing to call Russian president Vladimir Putin and Ukraine president Volodymyr Zelenskyy to work towards a ceasefire. Vice President JD Vance and Secretary of State Marco Rubio met with Ukrainian President Vlodomyr Zelenskyy in Rome Sunday for ongoing peace talks as the war between Russia and Ukraine continues. ""During our talks we discussed negotiations in Istanbul to where the Russians ","2025-05-18","world","https://www.foxnews.com/politics/zelenskyy-slams-russia-sending-non-decision-makers-peace-talks-after-meeting-vance-rubio","Zelenskyy sheds details on meeting with Vance, Rubio in Rome after Russia peace talks stall","U.S. ambassador to NATO Matthew Whitaker joins 'Fox & Friends Weekend' to discuss President Donald Trump preparing to call Russian president Vladimir Putin and Ukraine president Volodymyr Zelenskyy to work towards a ceasefire. Vice President JD Vance and Secretary of State Marco Rubio met with Ukrainian President Vlodomyr Zelenskyy in Rome Sunday for ongoing peace talks as the war between Russia and Ukraine continues. ""During our talks we discussed negotiations in Istanbul to where the Russians ","zelenskyy sheds details on meeting with vance rubio in rome after russia peace talks stall","u s ambassador to nato matthew whitaker joins fox friends weekend to discuss president donald trump preparing to call russian president vladimir putin and ukraine president volodymyr zelenskyy to work towards a ceasefire vice president jd vance and secretary of state marco rubio met with ukrainian president vlodomyr zelenskyy in rome sunday for ongoing peace talks as the war between russia and ukraine continues during our talks we discussed negotiations in istanbul to where the russians","zelenskyy sheds details on meeting with vance rubio in rome after russia peace talks stall","u s ambassador to nato matthew whitaker joins fox friends weekend to discuss president donald trump preparing to call russian president vladimir putin and ukraine president volodymyr zelenskyy to work towards a ceasefire vice president jd vance and secretary of state marco rubio met with ukrainian president vlodomyr zelenskyy in rome sunday for ongoing peace talks as the war between russia and ukraine continues during our talks we discussed negotiations in istanbul to where the russians","zelenskyy sheds details meeting vance rubio rome russia peace talks stall","u s ambassador nato matthew whitaker joins fox friends weekend discuss president donald trump preparing call russian president vladimir putin ukraine president volodymyr zelenskyy work towards ceasefire vice president jd vance secretary state marco rubio met ukrainian president vlodomyr zelenskyy rome sunday ongoing peace talks war russia ukraine continues talks discussed negotiations istanbul russians","zelenskyy shed detail meet vance rubio rome russia peace talk stall","u s ambassador nato matthew whitaker join fox friend weekend discuss president donald trump prepare call russian president vladimir putin ukraine president volodymyr zelenskyy work towards ceasefire vice president jd vance secretary state marco rubio meet ukrainian president vlodomyr zelenskyy rome sunday ongoing peace talk war russia ukraine continue talk discuss negotiation istanbul russian"
"Russian drone strike in Ukraine kills 9, injures 4 after peace talks, officials say","President Donald Trump sits down with ‘Special Report’ anchor Bret Baier to discuss his visit to the Middle East, the Russia-Ukraine war and more. A Russian drone strike hit a passenger bus in northeastern Ukraine on Saturday, killing nine people and injuring four others, Ukrainian officials allege. The attack came just hours after Russian and Ukrainian officials held their first direct peace talks in years, although the two sides failed to reach a ceasefire agreement for the conflict that began","2025-05-17","world","https://www.foxnews.com/world/russian-drone-strike-ukraine-kills-9-injures-4-after-peace-talks-officials-say","Russian drone strike in Ukraine kills 9, injures 4 after peace talks, officials say","President Donald Trump sits down with ‘Special Report’ anchor Bret Baier to discuss his visit to the Middle East, the Russia-Ukraine war and more. A Russian drone strike hit a passenger bus in northeastern Ukraine on Saturday, killing nine people and injuring four others, Ukrainian officials allege. The attack came just hours after Russian and Ukrainian officials held their first direct peace talks in years, although the two sides failed to reach a ceasefire agreement for the conflict that began","russian drone strike in ukraine kills 9 injures 4 after peace talks officials say","president donald trump sits down with special report anchor bret baier to discuss his visit to the middle east the russia ukraine war and more a russian drone strike hit a passenger bus in northeastern ukraine on saturday killing nine people and injuring four others ukrainian officials allege the attack came just hours after russian and ukrainian officials held their first direct peace talks in years although the two sides failed to reach a ceasefire agreement for the conflict that began","russian drone strike in ukraine kills 9 injures 4 after peace talks officials say","president donald trump sits down with special report anchor bret baier to discuss his visit to the middle east the russia ukraine war and more a russian drone strike hit a passenger bus in northeastern ukraine on saturday killing nine people and injuring four others ukrainian officials allege the attack came just hours after russian and ukrainian officials held their first direct peace talks in years although the two sides failed to reach a ceasefire agreement for the conflict that began","russian drone strike ukraine kills 9 injures 4 peace talks officials say","president donald trump sits special report anchor bret baier discuss visit middle east russia ukraine war russian drone strike hit passenger bus northeastern ukraine saturday killing nine people injuring four others ukrainian officials allege attack came just hours russian ukrainian officials held first direct peace talks years although two sides failed reach ceasefire agreement conflict began","russian drone strike ukraine kill 9 injure 4 peace talk official say","president donald trump sit special report anchor bret baier discuss visit middle east russia ukraine war russian drone strike hit passenger bus northeastern ukraine saturday kill nine people injure four other ukrainian official allege attack come just hour russian ukrainian official hold first direct peace talk year although two side fail reach ceasefire agreement conflict begin"
"Lufthansa flight flew for 10 minutes without conscious pilot, investigation reveals","Fox News Flash top headlines are here. Check out what's clicking on Foxnews.com. A Lufthansa flight flew for more than 10 minutes without a conscious pilot last year, according to a report conducted by the Spanish accident investigation authority CIAIAC. An Airbus A321 flight was traveling from Frankfurt, Germany, to Seville, Spain, on Feb. 17, 2024, when the co-pilot suffered a ""sudden and severe incapacitation,"" losing consciousness in the cockpit while the captain had stepped out of the cockp","2025-05-19","world","https://www.foxnews.com/world/lufthansa-flight-flew-10-minutes-without-conscious-pilot-investigation-reveals","Lufthansa flight flew for 10 minutes without conscious pilot, investigation reveals","Fox News Flash top headlines are here. Check out what is clicking on Foxnews.com. A Lufthansa flight flew for more than 10 minutes without a conscious pilot last year, according to a report conducted by the Spanish accident investigation authority CIAIAC. An Airbus A321 flight was traveling from Frankfurt, Germany, to Seville, Spain, on Feb. 17, 2024, when the co-pilot suffered a ""sudden and severe incapacitation,"" losing consciousness in the cockpit while the captain had stepped out of the cockp","lufthansa flight flew for 10 minutes without conscious pilot investigation reveals","fox news flash top headlines are here check out what is clicking on foxnews com a lufthansa flight flew for more than 10 minutes without a conscious pilot last year according to a report conducted by the spanish accident investigation authority ciaiac an airbus a321 flight was traveling from frankfurt germany to seville spain on feb 17 2024 when the co pilot suffered a sudden and severe incapacitation losing consciousness in the cockpit while the captain had stepped out of the cockp","lufthansa flight flew for 10 minutes without conscious pilot investigation reveals","fox news flash top headlines are here check out what is clicking on foxnews com a lufthansa flight flew for more than 10 minutes without a conscious pilot last year according to a report conducted by the spanish accident investigation authority ciaiac an airbus a321 flight was traveling from frankfurt germany to seville spain on feb 17 2024 when the co pilot suffered a sudden and severe incapacitation losing consciousness in the cockpit while the captain had stepped out of the cockp","lufthansa flight flew 10 minutes without conscious pilot investigation reveals","fox news flash top headlines check clicking foxnews com lufthansa flight flew 10 minutes without conscious pilot last year according report conducted spanish accident investigation authority ciaiac airbus a321 flight traveling frankfurt germany seville spain feb 17 2024 co pilot suffered sudden severe incapacitation losing consciousness cockpit captain stepped cockp","lufthansa flight fly 10 minute without conscious pilot investigation reveal","fox news flash top headline check click foxnews com lufthansa flight fly 10 minute without conscious pilot last year accord report conduct spanish accident investigation authority ciaiac airbus a321 flight travel frankfurt germany seville spain feb 17 2024 co pilot suffer sudden severe incapacitation lose consciousness cockpit captain step cockp"
"Paleontologists discover 'moth-like' predator that lived 506 million years ago","Canadian paleontologists recently discovered Mosura fentoni, a 506-million-year-old predator resembling a moth. The discovery offers insights into extinct radiodonts' anatomy. (Source: Royal Ontario Museum) Paleontologists recently discovered a 506-million-year-old ""moth-like"" predator that lurked in prehistoric Canada. In a press release from the Royal Ontario Museum (ROM), officials identified the creature as Mosura fentoni, an extinct anthropod, as news agencies including SWNS reported. (See ","2025-05-19","world","https://www.foxnews.com/travel/paleontologists-discover-moth-like-predator-lived-506-million-years-ago-astounding","Paleontologists discover 'moth-like' predator that lived 506 million years ago","Canadian paleontologists recently discovered Mosura fentoni, a 506-million-year-old predator resembling a moth. The discovery offers insights into extinct radiodonts' anatomy. (Source: Royal Ontario Museum) Paleontologists recently discovered a 506-million-year-old ""moth-like"" predator that lurked in prehistoric Canada. In a press release from the Royal Ontario Museum (ROM), officials identified the creature as Mosura fentoni, an extinct anthropod, as news agencies including SWNS reported. (See ","paleontologists discover moth like predator that lived 506 million years ago","canadian paleontologists recently discovered mosura fentoni a 506 million year old predator resembling a moth the discovery offers insights into extinct radiodonts anatomy source royal ontario museum paleontologists recently discovered a 506 million year old moth like predator that lurked in prehistoric canada in a press release from the royal ontario museum rom officials identified the creature as mosura fentoni an extinct anthropod as news agencies including swns reported see","paleontologists discover moth like predator that lived 506 million years ago","canadian paleontologists recently discovered mosura fentoni a 506 million year old predator resembling a moth the discovery offers insights into extinct radiodonts anatomy source royal ontario museum paleontologists recently discovered a 506 million year old moth like predator that lurked in prehistoric canada in a press release from the royal ontario museum rom officials identified the creature as mosura fentoni an extinct anthropod as news agencies including swns reported see","paleontologists discover moth like predator lived 506 million years ago","canadian paleontologists recently discovered mosura fentoni 506 million year old predator resembling moth discovery offers insights extinct radiodonts anatomy source royal ontario museum paleontologists recently discovered 506 million year old moth like predator lurked prehistoric canada press release royal ontario museum rom officials identified creature mosura fentoni extinct anthropod news agencies including swns reported see","paleontologist discover moth like predator live 506 million year ago","canadian paleontologist recently discover mosura fentoni 506 million year old predator resemble moth discovery offer insight extinct radiodonts anatomy source royal ontario museum paleontologist recently discover 506 million year old moth like predator lurk prehistoric canada press release royal ontario museum rom official identify creature mosura fentoni extinct anthropod news agency include swns report see"
"Upgrade your mattress topper during Memorial Day mattress sales to get up to 30% off","Use a mattress topper for extra comfort. (iStock) Don't overlook the magic a mattress topper can bring to your sleeping situation. A mattress topper can enhance sleep comfort and protect your mattress. If your mattress feels too firm, a topper can add cushioning and make it feel softer and more comfortable, according to MattressOnline. Firm mattress toppers can turn an old, sagging mattress into something that feels brand new and radically more supportive. For those struggling with back pain, ma","2025-05-19","world","https://www.foxnews.com/deals/mattress-toppers-memorial-day","Upgrade your mattress topper during Memorial Day mattress sales to get up to 30% off","Use a mattress topper for extra comfort. (iStock) do not overlook the magic a mattress topper can bring to your sleeping situation. A mattress topper can enhance sleep comfort and protect your mattress. If your mattress feels too firm, a topper can add cushioning and make it feel softer and more comfortable, according to MattressOnline. Firm mattress toppers can turn an old, sagging mattress into something that feels brand new and radically more supportive. For those struggling with back pain, ma","upgrade your mattress topper during memorial day mattress sales to get up to 30 off","use a mattress topper for extra comfort istock do not overlook the magic a mattress topper can bring to your sleeping situation a mattress topper can enhance sleep comfort and protect your mattress if your mattress feels too firm a topper can add cushioning and make it feel softer and more comfortable according to mattressonline firm mattress toppers can turn an old sagging mattress into something that feels brand new and radically more supportive for those struggling with back pain ma","upgrade your mattress topper during memorial day mattress sales to get up to 30 off","use a mattress topper for extra comfort istock do not overlook the magic a mattress topper can bring to your sleeping situation a mattress topper can enhance sleep comfort and protect your mattress if your mattress feels too firm a topper can add cushioning and make it feel softer and more comfortable according to mattressonline firm mattress toppers can turn an old sagging mattress into something that feels brand new and radically more supportive for those struggling with back pain ma","upgrade mattress topper memorial day mattress sales get 30","use mattress topper extra comfort istock overlook magic mattress topper can bring sleeping situation mattress topper can enhance sleep comfort protect mattress mattress feels firm topper can add cushioning make feel softer comfortable according mattressonline firm mattress toppers can turn old sagging mattress something feels brand new radically supportive struggling back pain ma","upgrade mattress topper memorial day mattress sale get 30","use mattress topper extra comfort istock overlook magic mattress topper can bring sleep situation mattress topper can enhance sleep comfort protect mattress mattress feel firm topper can add cushion make feel soft comfortable accord mattressonline firm mattress topper can turn old sag mattress something feel brand new radically supportive struggle back pain ma"
"UK, Europe strike post-Brexit deal on defense, trade issues","U.S. ambassador to NATO Matt Whitaker discusses President Donald Trump's role in securing peace in Ukraine, his upcoming phone call with NATO leaders and Iran's threat to the Trump administration over nuclear enrichment. The United Kingdom and the European Union reached a landmark agreement centered on fishing rights and defense cooperation Monday, five years after Brexit. British Cabinet Office minister Nick Thomas-Symonds announced the deal as officials from both sides met in London for their ","2025-05-19","world","https://www.foxnews.com/world/uk-europe-strike-post-brexit-deal-defense-trade-issues","UK, Europe strike post-Brexit deal on defense, trade issues","U.S. ambassador to NATO Matt Whitaker discusses President Donald Trump's role in securing peace in Ukraine, his upcoming phone call with NATO leaders and Iran's threat to the Trump administration over nuclear enrichment. The United Kingdom and the European Union reached a landmark agreement centered on fishing rights and defense cooperation Monday, five years after Brexit. British Cabinet Office minister Nick Thomas-Symonds announced the deal as officials from both sides met in London for their ","uk europe strike post brexit deal on defense trade issues","u s ambassador to nato matt whitaker discusses president donald trump s role in securing peace in ukraine his upcoming phone call with nato leaders and iran s threat to the trump administration over nuclear enrichment the united kingdom and the european union reached a landmark agreement centered on fishing rights and defense cooperation monday five years after brexit british cabinet office minister nick thomas symonds announced the deal as officials from both sides met in london for their","uk europe strike post brexit deal on defense trade issues","u s ambassador to nato matt whitaker discusses president donald trump s role in securing peace in ukraine his upcoming phone call with nato leaders and iran s threat to the trump administration over nuclear enrichment the united kingdom and the european union reached a landmark agreement centered on fishing rights and defense cooperation monday five years after brexit british cabinet office minister nick thomas symonds announced the deal as officials from both sides met in london for their","uk europe strike post brexit deal defense trade issues","u s ambassador nato matt whitaker discusses president donald trump s role securing peace ukraine upcoming phone call nato leaders iran s threat trump administration nuclear enrichment united kingdom european union reached landmark agreement centered fishing rights defense cooperation monday five years brexit british cabinet office minister nick thomas symonds announced deal officials sides met london","uk europe strike post brexit deal defense trade issue","u s ambassador nato matt whitaker discuss president donald trump s role secure peace ukraine upcoming phone call nato leader iran s threat trump administration nuclear enrichment unite kingdom european union reach landmark agreement center fish right defense cooperation monday five year brexit british cabinet office minister nick thomas symonds announce deal official side meet london"
"Biden battling 'most aggressive type' of prostate cancer and more top headlines","1. Biden battling 'most aggressive type' of prostate cancer 2. Iran gives unshakeable vow regarding nuclear program 3. Trump's 'big, beautiful' bill clears major hurdle in House SETTING IT STRAIGHT – FBI shuts down Epstein conspiracy theories. Continue reading … HEINOUS CRIME – Palm Springs bombing suspect's bizarre beliefs revealed. Continue reading … VACATION NIGHTMARE – Travel at your own risk in these celeb-loved tropical getaways. Continue reading … JUDGE AND JURY – Legal experts don't buy ","2025-05-19","world","https://www.foxnews.com/us/us-biden-battling-most-aggressive-type-prostate-cancer-more-top-headlines","Biden battling 'most aggressive type' of prostate cancer and more top headlines","1. Biden battling 'most aggressive type' of prostate cancer 2. Iran gives unshakeable vow regarding nuclear program 3. Trump's 'big, beautiful' bill clears major hurdle in House SETTING IT STRAIGHT – FBI shuts down Epstein conspiracy theories. Continue reading … HEINOUS CRIME – Palm Springs bombing suspect's bizarre beliefs revealed. Continue reading … VACATION NIGHTMARE – Travel at your own risk in these celeb-loved tropical getaways. Continue reading … JUDGE AND JURY – Legal experts do not buy ","biden battling most aggressive type of prostate cancer and more top headlines","1 biden battling most aggressive type of prostate cancer 2 iran gives unshakeable vow regarding nuclear program 3 trump s big beautiful bill clears major hurdle in house setting it straight fbi shuts down epstein conspiracy theories continue reading heinous crime palm springs bombing suspect s bizarre beliefs revealed continue reading vacation nightmare travel at your own risk in these celeb loved tropical getaways continue reading judge and jury legal eerts do not buy","biden battling most aggressive type of prostate cancer and more top headlines","1 biden battling most aggressive type of prostate cancer 2 iran gives unshakeable vow regarding nuclear program 3 trump s big beautiful bill clears major hurdle in house setting it straight fbi shuts down epstein conspiracy theories continue reading heinous crime palm springs bombing suspect s bizarre beliefs revealed continue reading vacation nightmare travel at your own risk in these celeb loved tropical getaways continue reading judge and jury legal eerts do not buy","biden battling aggressive type prostate cancer top headlines","1 biden battling aggressive type prostate cancer 2 iran gives unshakeable vow regarding nuclear program 3 trump s big beautiful bill clears major hurdle house setting straight fbi shuts epstein conspiracy theories continue reading heinous crime palm springs bombing suspect s bizarre beliefs revealed continue reading vacation nightmare travel risk celeb loved tropical getaways continue reading judge jury legal eerts buy","biden battle aggressive type prostate cancer top headline","1 biden battle aggressive type prostate cancer 2 iran give unshakeable vow regard nuclear program 3 trump s big beautiful bill clear major hurdle house set straight fbi shut epstein conspiracy theory continue read heinous crime palm spring bomb suspect s bizarre belief reveal continue read vacation nightmare travel risk celeb love tropical getaway continue read judge jury legal eerts buy"
"Americans planning Mexico vacations face new safety concerns as US raises travel advisory","Fox News Digital spoke with Sandra Awodele, the creator behind COI Traveler, about what Americans should be wary of ahead of their summer travels to Mexico. As Americans begin to finalize their summer vacation plans, a travel advisor is offering safety tips for those heading to Mexico's pristine shores that are often frequented by Hollywood stars. Fox News Digital spoke with Sandra Awodele, the creator behind COI Traveler, a growing travel blog and platform, about what Americans should be wary o","2025-05-19","world","https://www.foxnews.com/us/americans-planning-mexico-vacations-face-new-safety-concerns-us-raises-travel-advisory","Americans planning Mexico vacations face new safety concerns as US raises travel advisory","Fox News Digital spoke with Sandra Awodele, the creator behind COI Traveler, about what Americans should be wary of ahead of their summer travels to Mexico. As Americans begin to finalize their summer vacation plans, a travel advisor is offering safety tips for those heading to Mexico's pristine shores that are often frequented by Hollywood stars. Fox News Digital spoke with Sandra Awodele, the creator behind COI Traveler, a growing travel blog and platform, about what Americans should be wary o","americans planning mexico vacations face new safety concerns as us raises travel advisory","fox news digital spoke with sandra awodele the creator behind coi traveler about what americans should be wary of ahead of their summer travels to mexico as americans begin to finalize their summer vacation plans a travel advisor is offering safety tips for those heading to mexico s pristine shores that are often frequented by hollywood stars fox news digital spoke with sandra awodele the creator behind coi traveler a growing travel blog and platform about what americans should be wary o","americans planning mexico vacations face new safety concerns as us raises travel advisory","fox news digital spoke with sandra awodele the creator behind coi traveler about what americans should be wary of ahead of their summer travels to mexico as americans begin to finalize their summer vacation plans a travel advisor is offering safety tips for those heading to mexico s pristine shores that are often frequented by hollywood stars fox news digital spoke with sandra awodele the creator behind coi traveler a growing travel blog and platform about what americans should be wary o","americans planning mexico vacations face new safety concerns us raises travel advisory","fox news digital spoke sandra awodele creator behind coi traveler americans wary ahead summer travels mexico americans begin finalize summer vacation plans travel advisor offering safety tips heading mexico s pristine shores often frequented hollywood stars fox news digital spoke sandra awodele creator behind coi traveler growing travel blog platform americans wary o","american plan mexico vacation face new safety concern us raise travel advisory","fox news digital speak sandra awodele creator behind coi traveler american wary ahead summer travel mexico american begin finalize summer vacation plan travel advisor offer safety tip head mexico s pristine shore often frequent hollywood star fox news digital speak sandra awodele creator behind coi traveler grow travel blog platform american wary o"
"Afghan Christian pastor pleads with Trump, warns of Taliban revenge after admin revokes refugee protections","President Trump, during his speech to members of Congress on Tuesday, called the withdrawal from Afghanistan ""disastrous and incompetent."" As the Trump administration has moved to end protections for thousands of Afghan nationals, faith leaders and advocates are sounding the alarm over the potential deportation of Christian converts, who, they say, face severe persecution under Taliban rule. Pastor Behnam Rasooli, known as Pastor Ben, leads the Oklahoma Khorasan Church in Oklahoma City, a congre","2025-05-18","world","https://www.foxnews.com/politics/afghan-christian-pastor-pleads-trump-warns-taliban-revenge-after-admin-revokes-refugee-protections","Afghan Christian pastor pleads with Trump, warns of Taliban revenge after admin revokes refugee protections","President Trump, during his speech to members of Congress on Tuesday, called the withdrawal from Afghanistan ""disastrous and incompetent."" As the Trump administration has moved to end protections for thousands of Afghan nationals, faith leaders and advocates are sounding the alarm over the potential deportation of Christian converts, who, they say, face severe persecution under Taliban rule. Pastor Behnam Rasooli, known as Pastor Ben, leads the Oklahoma Khorasan Church in Oklahoma City, a congre","afghan christian pastor pleads with trump warns of taliban revenge after admin revokes refugee protections","president trump during his speech to members of congress on tuesday called the withdrawal from afghanistan disastrous and incompetent as the trump administration has moved to end protections for thousands of afghan nationals faith leaders and advocates are sounding the alarm over the potential deportation of christian converts who they say face severe persecution under taliban rule pastor behnam rasooli known as pastor ben leads the oklahoma khorasan church in oklahoma city a congre","afghan christian pastor pleads with trump warns of taliban revenge after admin revokes refugee protections","president trump during his speech to members of congress on tuesday called the withdrawal from afghanistan disastrous and incompetent as the trump administration has moved to end protections for thousands of afghan nationals faith leaders and advocates are sounding the alarm over the potential deportation of christian converts who they say face severe persecution under taliban rule pastor behnam rasooli known as pastor ben leads the oklahoma khorasan church in oklahoma city a congre","afghan christian pastor pleads trump warns taliban revenge admin revokes refugee protections","president trump speech members congress tuesday called withdrawal afghanistan disastrous incompetent trump administration moved end protections thousands afghan nationals faith leaders advocates sounding alarm potential deportation christian converts say face severe persecution taliban rule pastor behnam rasooli known pastor ben leads oklahoma khorasan church oklahoma city congre","afghan christian pastor plead trump warn taliban revenge admin revoke refugee protection","president trump speech member congress tuesday call withdrawal afghanistan disastrous incompetent trump administration move end protection thousand afghan national faith leader advocate sound alarm potential deportation christian convert say face severe persecution taliban rule pastor behnam rasooli know pastor ben lead oklahoma khorasan church oklahoma city congre"
"Trump's tough policies push UK, EU to significantly expand trade and defense","U.S. ambassador to NATO Matt Whitaker discusses President Donald Trump's role in securing peace in Ukraine, his upcoming phone call with NATO leaders and Iran's threat to the Trump administration over nuclear enrichment. Nearly a decade after the United Kingdom (U.K.) voted to leave the European Union (EU) under Brexit and amid shifting relations with the U.S. under President Donald Trump, Britain and the EU significantly bolstered their trade and defense partnership on Monday. In what is the la","2025-05-19","world","https://www.foxnews.com/world/trumps-tough-policies-push-uk-eu-significantly-expand-trade-defense","Trump's tough policies push UK, EU to significantly expand trade and defense","U.S. ambassador to NATO Matt Whitaker discusses President Donald Trump's role in securing peace in Ukraine, his upcoming phone call with NATO leaders and Iran's threat to the Trump administration over nuclear enrichment. Nearly a decade after the United Kingdom (U.K.) voted to leave the European Union (EU) under Brexit and amid shifting relations with the U.S. under President Donald Trump, Britain and the EU significantly bolstered their trade and defense partnership on Monday. In what is the la","trump s tough policies push uk eu to significantly eand trade and defense","u s ambassador to nato matt whitaker discusses president donald trump s role in securing peace in ukraine his upcoming phone call with nato leaders and iran s threat to the trump administration over nuclear enrichment nearly a decade after the united kingdom u k voted to leave the european union eu under brexit and amid shifting relations with the u s under president donald trump britain and the eu significantly bolstered their trade and defense partnership on monday in what is the la","trump s tough policies push uk eu to significantly eand trade and defense","u s ambassador to nato matt whitaker discusses president donald trump s role in securing peace in ukraine his upcoming phone call with nato leaders and iran s threat to the trump administration over nuclear enrichment nearly a decade after the united kingdom u k voted to leave the european union eu under brexit and amid shifting relations with the u s under president donald trump britain and the eu significantly bolstered their trade and defense partnership on monday in what is the la","trump s tough policies push uk eu significantly eand trade defense","u s ambassador nato matt whitaker discusses president donald trump s role securing peace ukraine upcoming phone call nato leaders iran s threat trump administration nuclear enrichment nearly decade united kingdom u k voted leave european union eu brexit amid shifting relations u s president donald trump britain eu significantly bolstered trade defense partnership monday la","trump s tough policy push uk eu significantly eand trade defense","u s ambassador nato matt whitaker discuss president donald trump s role secure peace ukraine upcoming phone call nato leader iran s threat trump administration nuclear enrichment nearly decade unite kingdom u k vote leave european union eu brexit amid shift relation u s president donald trump britain eu significantly bolster trade defense partnership monday la"
"Trump to call Putin in a bid to end Russia's 'bloodbath' war with Ukraine","U.S. Army Ranger Tim Kennedy argues President Donald Trump 'needs to fight for peace' between Russia and Ukraine and previews his new Fox Nation special 'General Patton' available now. President Donald Trump is speaking with Russian President Vladimir Putin on Monday in an effort to end the ""bloodbath"" war with Ukraine after peace talks resulted in a prisoner swap over the weekend. A White House spokesperson confirmed the call was underway shortly after 11 a.m. ET. Trump said he would speak with","2025-05-19","world","https://www.foxnews.com/politics/trump-call-putin-bid-end-russias-bloodbath-war-ukraine","Trump to call Putin in a bid to end Russia's 'bloodbath' war with Ukraine","U.S. Army Ranger Tim Kennedy argues President Donald Trump 'needs to fight for peace' between Russia and Ukraine and previews his new Fox Nation special 'General Patton' available now. President Donald Trump is speaking with Russian President Vladimir Putin on Monday in an effort to end the ""bloodbath"" war with Ukraine after peace talks resulted in a prisoner swap over the weekend. A White House spokesperson confirmed the call was underway shortly after 11 a.m. ET. Trump said he would speak with","trump to call putin in a bid to end russia s bloodbath war with ukraine","u s army ranger tim kennedy argues president donald trump needs to fight for peace between russia and ukraine and previews his new fox nation special general patton available now president donald trump is speaking with russian president vladimir putin on monday in an effort to end the bloodbath war with ukraine after peace talks resulted in a prisoner swap over the weekend a white house spokesperson confirmed the call was underway shortly after 11 a m et trump said he would speak with","trump to call putin in a bid to end russia s bloodbath war with ukraine","u s army ranger tim kennedy argues president donald trump needs to fight for peace between russia and ukraine and previews his new fox nation special general patton available now president donald trump is speaking with russian president vladimir putin on monday in an effort to end the bloodbath war with ukraine after peace talks resulted in a prisoner swap over the weekend a white house spokesperson confirmed the call was underway shortly after 11 a m et trump said he would speak with","trump call putin bid end russia s bloodbath war ukraine","u s army ranger tim kennedy argues president donald trump needs fight peace russia ukraine previews new fox nation special general patton available now president donald trump speaking russian president vladimir putin monday effort end bloodbath war ukraine peace talks resulted prisoner swap weekend white house spokesperson confirmed call underway shortly 11 m et trump said speak","trump call putin bid end russia s bloodbath war ukraine","u s army ranger tim kennedy argue president donald trump need fight peace russia ukraine preview new fox nation special general patton available now president donald trump speak russian president vladimir putin monday effort end bloodbath war ukraine peace talk result prisoner swap weekend white house spokesperson confirm call underway shortly 11 be et trump say speak"
